phase,workload,nodes,edges,sample,nanos,allocations,allocated_bytes,checksum
adapter_setup,current_thread_runtime,0,0,0,2700,0,0,0
adapter_setup,current_thread_runtime,0,0,1,1400,0,0,0
adapter_setup,current_thread_runtime,0,0,2,1100,0,0,0
adapter_setup,current_thread_runtime,0,0,3,1000,0,0,0
adapter_setup,current_thread_runtime,0,0,4,1000,0,0,0
adapter_setup,current_thread_runtime,0,0,5,1000,0,0,0
adapter_setup,current_thread_runtime,0,0,6,900,0,0,0
adapter_setup,current_thread_runtime,0,0,7,900,0,0,0
adapter_setup,current_thread_runtime,0,0,8,900,0,0,0
adapter_setup,current_thread_runtime,0,0,9,1000,0,0,0
adapter_setup,current_thread_runtime,0,0,10,900,0,0,0
adapter_setup,current_thread_runtime,0,0,11,900,0,0,0
adapter_setup,current_thread_runtime,0,0,12,900,0,0,0
adapter_setup,current_thread_runtime,0,0,13,900,0,0,0
adapter_setup,current_thread_runtime,0,0,14,1300,0,0,0
adapter_setup,current_thread_runtime,0,0,15,1300,0,0,0
adapter_setup,current_thread_runtime,0,0,16,1200,0,0,0
adapter_setup,current_thread_runtime,0,0,17,1300,0,0,0
adapter_setup,current_thread_runtime,0,0,18,1000,0,0,0
adapter_setup,current_thread_runtime,0,0,19,1000,0,0,0
adapter_setup,current_thread_runtime,0,0,20,900,0,0,0
adapter_setup,current_thread_runtime,0,0,21,1000,0,0,0
adapter_setup,current_thread_runtime,0,0,22,1000,0,0,0
adapter_setup,current_thread_runtime,0,0,23,1000,0,0,0
adapter_setup,current_thread_runtime,0,0,24,1000,0,0,0
adapter_setup,current_thread_runtime,0,0,25,1000,0,0,0
adapter_setup,current_thread_runtime,0,0,26,1000,0,0,0
adapter_setup,current_thread_runtime,0,0,27,900,0,0,0
adapter_setup,current_thread_runtime,0,0,28,900,0,0,0
adapter_setup,current_thread_runtime,0,0,29,900,0,0,0
adapter_setup,current_thread_runtime,0,0,30,900,0,0,0
adapter_setup,current_thread_runtime,0,0,31,900,0,0,0
adapter_setup,current_thread_runtime,0,0,32,900,0,0,0
adapter_setup,current_thread_runtime,0,0,33,1100,0,0,0
adapter_setup,current_thread_runtime,0,0,34,1000,0,0,0
adapter_setup,current_thread_runtime,0,0,35,1000,0,0,0
adapter_setup,current_thread_runtime,0,0,36,1000,0,0,0
